int_z1_b2,int_z1_b3,int_z6_b0,int_z6_b1,norm_z1_b0,norm_z1_b2,norm_z1_b3,norm_z6_b0,norm_z6_b1,max_z1_b2,max_z1_b3,max_z3_b4,max_z6_b0,max_z6_b1,y
0.5690536699612562,0.9118288962986892,-0.019727848699410754,0.2506349187021307,-0.6915634746230221,0.4195561471186543,0.8388261168692474,0.10234625815509699,0.34411246587153144,0.6724239609217555,0.9960588621523172,1.9215322904628096,0.21975791300432204,0.48263081028448823,1
0.21320091730211913,0.13020462236737068,0.7981533063065459,0.8657102764880323,-1.2002480005451392,0.1143802210521869,0.07694165112840783,0.29866690456179007,0.6537609996600013,0.08026229332327645,0.005562551379837856,1.2419637665925634,0.4964392793459114,0.885378339469537,1
0.3573056264967376,-0.18535246913502987,0.11578880074221905,0.8111465850506909,-1.2424178851198635,0.1642507326642851,-0.1869030448366567,0.1416341023082949,0.6122065264982287,0.29922628727778955,-0.2462326155995535,0.752792406814534,-0.12122243136412353,0.8296416473330097,1
0.4264129687090672,-0.2737317224778349,0.21828600950394,0.6337184276451553,-0.5109024350487842,0.3501836001451091,-0.3206166961229405,0.221484810024811,0.632264139961704,0.34437883825627624,-0.216905137118523,0.6626658370601363,0.1999807131103324,0.823637195051455,1
0.5534343236630755,-0.1725263486380779,0.7574880150652615,0.6604148951832586,-0.3279783192554826,0.3880203107642918,-0.21744899144997093,0.6109809159186583,0.7937021395388363,0.5555127104553251,-0.28519351966770934,1.2354976894282883,0.5786761373468311,0.6023733689495832,1
1.0004250360430724,-0.7463138920570829,1.0938074198293994,1.6280956325162184,-0.08434678177528783,0.7528753811483527,-0.7466323369307999,0.6620741819371642,1.261167138897441,1.2435047798886751,-0.8631595347235687,-0.12156689895956109,0.6101033887367695,1.801357681398374,1
0.6409210043348715,-0.8596756089068167,0.5863325470863623,1.2449904789058936,-0.23807988112406964,0.27830760392667214,-0.8398085520587122,0.4365536339852164,0.9038877402591301,1.031569835841557,-0.8163844365075253,-0.38628506056650364,0.23283939234948192,1.4187008046178042,1
0.5909232527149496,-0.6171036301611913,1.056939450273088,1.2777930778532198,-0.19724067402761902,0.28172152766281555,-0.6509495022313014,0.49991767512667157,0.993846515335603,0.9838551177455674,-0.6400092327317852,-0.2352258857194421,0.7801400326797457,1.4682788119121593,1
0.31751126140471114,-0.48897939353872244,1.3558690170656404,1.5611402095252216,-0.11358082656784108,0.021193661553622914,-0.5167142593110844,0.7583558531433553,1.095717792086891,0.6539024536082344,-0.5445358312893639,-0.7542165732490104,0.8722897601302211,1.7269725547398584,1
0.7112413612733632,-0.2059907317655169,1.0173514080869288,1.6095946879179235,-0.20227739954207158,0.3543879996550153,-0.23455989095449034,0.5592258994221246,1.118160997940495,1.1086481574248173,-0.17283957814931625,-0.41053064329307554,0.6377164387878858,1.7936177687117065,1
0.9952995852475034,-0.5560797952103698,0.9592514705664338,1.7796660601849013,-0.24487150309399802,0.6209864159175078,-0.6098709438540153,0.4924111174751583,1.2938042775325718,1.4069775945085694,-0.44570383507176514,-0.7113505165999445,0.8400298092306697,1.9141612851809766,1
0.7470677252723459,-0.49535364098981866,0.9921525468084378,1.56286397415874,-0.20085900257375527,0.3733287593131581,-0.5080002231131208,0.483265270314702,1.1604535626209858,1.0606155092174352,-0.4213669271095823,-0.45638977073589093,0.3976685311771457,1.6950912408249026,1
0.8453805633424362,-0.09500877185559967,0.84650200959999,1.5713955311396437,-0.0009634733993244987,0.49917727204622087,-0.16622992887554583,0.6160558385607563,1.069229585199015,1.1882073482518363,-0.0705316088773725,-0.8100782638032755,0.5162236011972933,1.7277735605015179,1
1.194065982280405,-0.3814168939036961,0.8998910756926888,1.8647152820050328,0.04476075093399495,0.7363173248661622,-0.4100501508501247,0.3919816912914703,1.2533506936342103,1.6332866326065787,-0.34161735638701823,-0.6703780489451415,0.7523783853959778,2.04318474391022,1
0.9832607822164157,-1.0336546589669655,1.0958659768341346,1.8387249623599715,-0.4681020974173105,0.6045318389453268,-0.9434901592919274,0.58339726490533,1.3085277009784546,1.2592294254729743,-1.0358447530287764,-0.13260916896739483,1.168839473171003,1.979750180265863,1
