,int_z2_b3,int_z2_b4,int_z7_b1,int_z7_b2,max_z2_b3,max_z2_b4,max_z4_b5,max_z7_b1,max_z7_b2,norm_z2_b1,norm_z2_b3,norm_z2_b4,norm_z7_b1,norm_z7_b2
0,927.1519604649704,2501.5299947839226,24.198601896952216,129.88611871549315,368.6767578125,1262.8902587890625,5884.94384765625,11.715751647949219,58.98105239868164,44.84611209628833,733.0461846343582,1820.427313403595,44.26889419555664,173.3540802001953
1,753.3136945705239,1584.1947787484773,49.27877800586673,222.2417243936555,254.85452270507812,697.31787109375,3458.279296875,14.928400039672852,84.5805435180664,34.186575439061215,616.2252028006892,1163.9089997192136,52.00688934326172,223.79774475097656
2,819.3940273464347,1317.3820798095935,27.224982757373557,211.90085778048766,292.1368408203125,599.5989990234375,2358.65771484375,8.69098949432373,80.46448516845703,33.4259882667114,633.9568036245912,996.8910792253051,45.71929931640625,216.25698852539062
3,853.1098910986912,1251.0617155743141,29.76290292469396,181.48652106116057,300.47845458984375,610.236328125,2198.08544921875,11.51456069946289,80.03319549560547,49.3840206196624,704.6821427253759,921.6272999154252,48.81527328491211,219.86451721191406
4,918.7405649498105,1327.294710849722,47.566679972143895,185.76710664887406,342.75750732421875,585.7537841796875,3440.830078125,16.043319702148438,65.65373229980469,54.44681482572894,720.0134322923626,979.173259309373,67.19845581054688,251.18003845214844
5,1192.512154547032,949.1279119144504,63.72539885215518,432.4687221925123,526.369384765625,414.19720458984375,1190.153076171875,16.49105453491211,192.0146484375,62.004792112656695,886.0859580463059,717.6885286686237,70.07566833496094,369.35113525390625
6,966.857569205885,888.2812824139061,40.98893547078963,309.5029965546273,461.21142578125,425.9786682128906,967.5318603515625,11.85075569152832,136.32833862304688,57.121970767408826,676.4516067342438,679.4840656175571,58.237022399902344,275.07781982421875
7,939.0588162285273,1023.5799355236813,61.714827048359425,318.49675021741615,447.69189453125,473.4974670410156,1088.8984375,19.139314651489258,142.51426696777344,58.38028200436857,677.7665357497567,759.1574080467273,61.34511947631836,296.2650451660156
8,800.5872724237852,1103.1717216521502,80.03484552221683,407.90811522049864,364.44354248046875,501.39483642578125,725.5396728515625,20.748083114624023,179.6466064453125,61.045172539598994,584.4108577527347,821.4047335436613,75.83660125732422,322.23486328125
9,1007.3538936819725,1301.5870191169283,59.62649006898573,425.53800609624403,483.91864013671875,626.5751342773438,949.3533325195312,16.894750595092773,190.6890106201172,58.22360741676985,706.3694985707135,969.38624745458,64.4043960571289,328.25555419921875
10,1188.9511098311436,1060.7456144706034,56.688899812812444,493.6699430145867,582.8515625,532.0061645507812,750.2825317382812,20.170053482055664,212.4143829345703,56.915357804753974,822.0409961292752,777.68809887637,60.96841812133789,379.4291076660156
11,1028.633510422039,1099.0695260468249,58.33416594010728,408.5225844926705,469.640380859375,539.8265380859375,915.8984375,13.691252708435059,174.5926513671875,58.26768611318173,714.0212531176358,825.6176725586864,60.512577056884766,339.90850830078125
12,1089.365673134957,1388.8117978864657,51.39473494611835,411.5774781098201,508.52984619140625,666.2161254882812,694.5159912109375,15.189334869384766,179.77545166015625,64.82556563790789,767.0104108604129,1009.063838420162,67.47887420654297,315.2709655761719
13,1335.1575086090402,1174.7497432821742,53.83699424892741,531.729781541595,671.1829833984375,566.2677001953125,774.720703125,18.679553985595703,238.417724609375,66.42648107930887,877.7792006307931,874.4860336895766,56.145530700683594,366.9775085449219
14,1180.6285938074193,802.3982571987435,63.83957225664441,519.7976904044626,531.5556640625,373.4549865722656,1179.9163818359375,26.901626586914062,225.2578582763672,50.524714959077336,814.3825743761869,639.3578993109855,65.6945571899414,384.0650939941406
15,1230.511484497382,1109.614385335085,57.380324488311686,600.0579809173747,561.6853637695312,511.0159606933594,888.4205932617188,22.984256744384766,250.77154541015625,56.01444585603663,837.6104093862612,817.4718915242731,58.62092971801758,418.20806884765625
16,1896.8336132100471,1442.0462556540344,73.0755672144102,815.9300354822577,991.3453369140625,725.070068359375,781.234375,30.82588768005371,334.23785400390625,55.83883182623129,1182.973668514393,1089.3303856119578,63.0263786315918,520.476318359375
17,1711.3438692335815,1239.0939102585737,79.45110451833654,706.3241309680355,737.3745727539062,647.7378540039062,699.9852294921875,34.21952438354492,287.0361022949219,55.33589906204817,1070.2115716649587,920.3711823087864,61.417598724365234,463.179931640625
18,1917.9865679784366,1232.895450317611,70.82310855140288,672.0636660780485,934.0228271484375,622.9067993164062,758.7794799804688,27.265193939208984,295.3912048339844,52.961324335213725,1176.3798282899527,914.9778354260313,56.53203201293945,434.8707275390625
19,1450.5877212672494,983.453794115844,48.791522466752205,518.8462509362191,688.2786254882812,473.24365234375,767.9650268554688,17.88376235961914,218.6070098876953,54.16964405619199,919.675781491774,729.7102851475352,44.78628921508789,347.4259338378906
20,1723.6433146745742,1679.4863837944963,73.21024612933735,626.8550162212923,870.4645385742188,852.8759765625,800.8487548828125,23.092140197753906,292.7893981933594,57.313824523915535,1074.8592317131931,1208.2727359333514,55.550941467285156,415.8814697265625
21,1140.7567958965276,2691.6685804439085,17.221197957444623,154.13427541144966,408.25714111328125,1189.735595703125,1339.269287109375,8.203768730163574,56.473018646240234,128.81754681228824,1049.092897054388,1988.2006585674276,34.83246612548828,170.1649627685547
22,1494.7897128995196,3862.2795096673067,67.06405261612478,196.4755464004702,520.8001098632812,1915.4345703125,1576.4571533203125,27.41576385498047,55.4633903503418,184.95027284134684,1223.7518844114777,2888.606885914038,136.39630126953125,229.99156188964844
23,1211.8007766604424,2721.2855213924,37.373318258052066,177.94225253653713,415.994873046875,1342.010986328125,1568.6004638671875,16.639467239379883,68.4720230102539,101.89317011373915,950.7968890397952,1971.9204533573236,76.66043090820312,194.79718017578125
24,986.9885425968096,1967.8393522823853,13.825310664828672,123.55856490278771,356.13983154296875,886.2857666015625,827.6063232421875,5.449268817901611,40.94307327270508,78.4206939665313,897.008879535984,1439.2324149673796,25.814773559570312,136.93093872070312
25,1026.7866619660829,2253.5188232666505,26.00367128308426,164.43208227992483,404.86865234375,1049.7984619140625,1591.3900146484375,8.417542457580566,54.3276481628418,93.44214755236806,908.8151118773748,1658.226348650046,33.75538635253906,169.53712463378906
26,1131.7464622283974,2056.7078382776426,13.934329468994594,181.07644834720122,425.5362243652344,944.0968627929688,1198.954833984375,5.616480827331543,58.99903869628906,84.69351746412673,1007.4088425311855,1515.7282884440942,29.104684829711914,168.03355407714844
27,1257.8005500645377,1797.32627979666,13.237570593473112,141.74781713433913,421.896484375,876.7109375,1186.5638427734375,5.20594596862793,48.028099060058594,84.81433865062282,998.9255743052529,1357.5869048361537,27.128591537475586,152.93630981445312
28,1045.4611217086203,2389.500657963256,15.903464853734476,153.20474015915534,390.558837890625,1164.4066162109375,1209.88330078125,7.076871871948242,56.70943832397461,90.77446066000572,958.9512791002948,1791.1576625776493,30.501089096069336,159.86766052246094
29,1037.3613957903967,2659.9062333162874,33.407982943086,122.9551258572901,374.0096740722656,1164.367431640625,1272.24658203125,10.807953834533691,42.97037124633789,94.60771413658154,952.0523118730009,1960.8145637812083,42.65311050415039,150.927978515625
30,1387.30339069323,3500.9240678735077,25.076059712305625,180.15739858457528,450.4530334472656,1573.431884765625,1516.011962890625,11.436064720153809,49.521514892578125,106.00649615259356,1220.5693696210183,2572.085229200928,51.40745162963867,201.34527587890625
31,1165.503356427575,3481.3413414501892,18.255983981265064,126.23023955725753,417.88262939453125,1596.3575439453125,1199.452392578125,8.283709526062012,51.09111022949219,89.80278362525279,986.4067783831041,2581.379400946739,40.329010009765625,170.34799194335938
32,1426.5751035536327,4967.721023234228,25.41487402670221,132.675807223209,469.4029846191406,2339.531005859375,1464.9324951171875,11.670684814453125,53.7381591796875,111.2990311837422,1261.6024238628052,3681.441707505603,50.38850402832031,205.55247497558594
33,986.5924704200588,3561.9551643002774,32.63837001985909,200.18973477687783,326.94873046875,1623.7171630859375,1394.177490234375,12.053743362426758,67.46694946289062,109.3192446930274,935.3321295256324,2607.456059773583,55.275089263916016,232.18917846679688
34,891.0680738498145,2538.570032566786,24.163377767326892,142.9228298892558,299.37322998046875,1303.9678955078125,1600.789306640625,9.869805335998535,52.31659698486328,107.15977198548553,845.888386343358,1861.41159841039,53.978172302246094,187.4193115234375
35,958.5491679251815,2713.189837651327,33.50334393335894,134.17415352078388,307.7370300292969,1307.1729736328125,1867.3603515625,11.119633674621582,54.39833450317383,98.88411547328643,881.0547456953224,2048.8809659030976,48.02897262573242,203.2442626953125
36,870.0700401340921,2000.713074081888,39.53523823457605,261.20710700919153,341.2347717285156,1039.9287109375,1253.6527099609375,11.900325775146484,109.1709213256836,66.21586942073603,660.78751669882,1503.2779681534084,44.31972885131836,226.91188049316406
37,972.6208577421494,2010.3804484984523,50.1952703520607,385.8478421161417,312.7715759277344,1071.547119140625,1197.9921875,12.754176139831543,162.01199340820312,51.85048144131467,802.7345238994886,1549.7271291907032,48.29652786254883,312.9022216796875
38,799.4426604642067,1460.3954534583413,59.393258579509464,397.3899932399605,285.88726806640625,700.0037841796875,805.5223388671875,17.18964195251465,176.32154846191406,52.26396430063397,627.3030511238155,1084.1974461259501,49.05091857910156,296.2410583496094
39,961.8676801714269,1536.001301251662,61.120026096643414,422.98631263594143,337.0697326660156,703.1202392578125,924.8117065429688,15.890992164611816,170.5706024169922,52.19749093816645,739.5973933247702,1138.421380762592,50.72539520263672,328.24969482421875
40,818.7682108433606,1557.841355023595,46.31849513294583,436.4587176227458,313.3960876464844,777.5255126953125,1430.344970703125,13.395005226135254,160.01837158203125,47.77395737644932,622.8198531818377,1173.094048986217,42.63315200805664,308.0748596191406
41,872.515045647199,1736.3560602609066,82.59531318277004,709.188914880108,326.3606262207031,783.42236328125,1882.223388671875,21.02634620666504,266.5397033691406,52.304007868484234,659.458473309408,1284.7184626165588,60.903079986572266,464.1592712402344
42,942.9202500261988,1465.5565239206576,9.478632337772673,58.832717407038814,465.15447998046875,661.9131469726562,18401.92578125,3.934232711791992,22.97767448425293,41.52497457823154,818.7759131910107,1227.6833046173774,20.190654754638672,73.89376831054688
43,1537.3377519521555,2053.6564319605627,17.743613288621418,83.8417780426195,826.2838134765625,872.3439331054688,9116.826171875,4.97699499130249,26.959396362304688,37.85740393708791,1263.1804698943474,1773.0602722529575,21.58420181274414,91.9159927368164
44,750.9086403580538,1976.3750594661883,13.287951525133394,52.6331948669734,316.6685485839844,818.8824462890625,4795.35498046875,4.722455024719238,20.831398010253906,43.87114632726799,670.3400936363538,1516.5372810888139,21.30588722229004,72.09113311767578
45,909.4738543668451,2264.970719688882,13.242906118583049,65.74045084581303,395.924072265625,1052.3892822265625,5943.6005859375,4.9354023933410645,23.265682220458984,43.84700076799446,844.5051105739429,1719.0440489798916,22.54683494567871,91.40059661865234
46,723.2691182294705,1580.7835840756693,13.362651692620904,59.745844933485685,340.507080078125,597.5722045898438,3377.67919921875,4.924201488494873,25.561256408691406,37.69675936100592,633.3996697583872,1296.5398726169483,20.89641571044922,74.27447509765625
47,691.5956621320607,1570.1287292484194,17.98537343183852,65.29506503417119,297.2171936035156,724.7752685546875,5401.85986328125,5.810904026031494,24.082550048828125,35.50326994219557,617.5522007110101,1191.5130910576142,20.807064056396484,78.12649536132812
48,798.9825588823296,1426.8087193708245,10.218926087700918,44.025203929893905,381.74957275390625,533.5070190429688,3775.907470703125,3.363006353378296,16.132511138916016,31.63168329413348,710.8266512720734,1199.3697712798878,16.7213077545166,63.61015319824219
49,730.3716447801173,1811.3457175403214,10.363886174561532,48.23455242952332,331.1722717285156,770.5803833007812,4303.55419921875,3.558004140853882,16.668224334716797,29.895967377360765,660.8176438240922,1382.2052324132985,16.655445098876953,62.965633392333984
50,1341.9385881698688,2501.9878921248014,19.023122531672318,172.67300631753943,445.756103515625,1112.328369140625,2497.205810546875,8.221325874328613,78.56291198730469,146.02641815007675,1154.7904285082636,1901.1278061784153,40.085479736328125,215.4019317626953
